Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.61,0.01,0.3929925804112309
100% Corpus,9,0.61,0.31,0.42816642226952445
100% Corpus,9,0.61,0.61,0.41362618857619377
100% Corpus,9,0.61,0.9099999999999999,0.42544841310113696
100% Corpus,9,0.61,symmetric,0.39499868968295404
100% Corpus,9,0.9099999999999999,0.01,0.3868395008442274
100% Corpus,9,0.9099999999999999,0.31,0.430006868739161
100% Corpus,9,0.9099999999999999,0.61,0.4197730834498561
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4108316074244677
100% Corpus,9,0.9099999999999999,symmetric,0.42601433039586006
100% Corpus,9,symmetric,0.01,0.3966716050906963
100% Corpus,9,symmetric,0.31,0.38973003249363425
100% Corpus,9,symmetric,0.61,0.3986841016136974
100% Corpus,9,symmetric,0.9099999999999999,0.4330314781693696
100% Corpus,9,symmetric,symmetric,0.43538064126768034
100% Corpus,9,asymmetric,0.01,0.45254598050482986
100% Corpus,9,asymmetric,0.31,0.44587252211002787
100% Corpus,9,asymmetric,0.61,0.4428506420369708
100% Corpus,9,asymmetric,0.9099999999999999,0.4531443761131748
100% Corpus,9,asymmetric,symmetric,0.43823407138910336
100% Corpus,10,0.01,0.01,0.41574664010145995
100% Corpus,10,0.01,0.31,0.3882179309378597
100% Corpus,10,0.01,0.61,0.4133976202375256
100% Corpus,10,0.01,0.9099999999999999,0.47225868799722415
100% Corpus,10,0.01,symmetric,0.39512186531074306
100% Corpus,10,0.31,0.01,0.4154542865210451
100% Corpus,10,0.31,0.31,0.4447884861406983
100% Corpus,10,0.31,0.61,0.3908276986138686
100% Corpus,10,0.31,0.9099999999999999,0.4579991081887539
100% Corpus,10,0.31,symmetric,0.46868409156718077
100% Corpus,10,0.61,0.01,0.409328232559651
100% Corpus,10,0.61,0.31,0.3885027636266141
100% Corpus,10,0.61,0.61,0.42438736582336006
100% Corpus,10,0.61,0.9099999999999999,0.4401923924505621
100% Corpus,10,0.61,symmetric,0.4080895929356528
100% Corpus,10,0.9099999999999999,0.01,0.38301117165008536
100% Corpus,10,0.9099999999999999,0.31,0.4137586799890225
100% Corpus,10,0.9099999999999999,0.61,0.4146693905186007
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.3775925652893692
100% Corpus,10,0.9099999999999999,symmetric,0.3914184577563799
100% Corpus,10,symmetric,0.01,0.4621873715950329
100% Corpus,10,symmetric,0.31,0.3748023502542398
100% Corpus,10,symmetric,0.61,0.413405270007477
100% Corpus,10,symmetric,0.9099999999999999,0.5351620196186124
100% Corpus,10,symmetric,symmetric,0.38235490920859627
100% Corpus,10,asymmetric,0.01,0.44385208054884684
100% Corpus,10,asymmetric,0.31,0.45177386904795647
100% Corpus,10,asymmetric,0.61,0.43338313745181234
100% Corpus,10,asymmetric,0.9099999999999999,0.41210932040159404
100% Corpus,10,asymmetric,symmetric,0.44811833966732956
