,Country Code,Year,Country Name,"Population, Total",Population Growth (Annual %),"Life Expectancy At Birth, Total (Years)","Adolescent Fertility Rate (Births Per 1,000 Women Ages 15-19)",Prevalence Of Undernourishment (% Of Population),Refugee Population By Country Or Territory Of Origin,Domestic Private Health Expenditure (% Of Current Health Expenditure),Domestic General Government Health Expenditure (% Of Gdp),Lifetime Risk Of Maternal Death (%),"Mortality Rate, Neonatal (Per 1,000 Live Births)"
1301,KHM,2014,Cambodia,15274503.0,1.6380838969999998,68.273,49.3604,18.3,13066.0,58.78768539,1.239772048,0.563612534,17.5
1302,KHM,2014,Cambodia,15274503.0,1.6380838969999998,68.273,49.3604,18.3,13066.0,58.78768539,1.239772048,0.563612534,17.5
1303,KHM,2014,Cambodia,15274503.0,1.6380838969999998,68.273,49.3604,18.3,13066.0,58.78768539,1.239772048,0.563612534,17.5
1304,KHM,2014,Cambodia,15274503.0,1.6380838969999998,68.273,49.3604,18.3,13066.0,58.78768539,1.239772048,0.563612534,17.5
1305,KHM,2015,Cambodia,15521436.0,1.603706854,68.637,49.6326,17.8,12801.0,57.93455887,1.344651449,0.5232660170000001,16.9
1306,KHM,2015,Cambodia,15521436.0,1.603706854,68.637,49.6326,17.8,12801.0,57.93455887,1.344651449,0.5232660170000001,16.9
1307,KHM,2015,Cambodia,15521436.0,1.603706854,68.637,49.6326,17.8,12801.0,57.93455887,1.344651449,0.5232660170000001,16.9
1308,KHM,2015,Cambodia,15521436.0,1.603706854,68.637,49.6326,17.8,12801.0,57.93455887,1.344651449,0.5232660170000001,16.9
1309,KHM,2015,Cambodia,15521436.0,1.603706854,68.637,49.6326,17.8,12801.0,57.93455887,1.344651449,0.5232660170000001,16.9
1310,KHM,2015,Cambodia,15521436.0,1.603706854,68.637,49.6326,17.8,12801.0,57.93455887,1.344651449,0.5232660170000001,16.9
1311,KHM,2015,Cambodia,15521436.0,1.603706854,68.637,49.6326,17.8,12801.0,57.93455887,1.344651449,0.5232660170000001,16.9
1312,KHM,2016,Cambodia,15766293.0,1.565227051,68.977,49.9048,17.2,12428.0,59.24325562,1.33381458,0.488032498,16.3
1313,KHM,2016,Cambodia,15766293.0,1.565227051,68.977,49.9048,17.2,12428.0,59.24325562,1.33381458,0.488032498,16.3
1314,KHM,2016,Cambodia,15766293.0,1.565227051,68.977,49.9048,17.2,12428.0,59.24325562,1.33381458,0.488032498,16.3
1315,KHM,2016,Cambodia,15766293.0,1.565227051,68.977,49.9048,17.2,12428.0,59.24325562,1.33381458,0.488032498,16.3
1316,KHM,2016,Cambodia,15766293.0,1.565227051,68.977,49.9048,17.2,12428.0,59.24325562,1.33381458,0.488032498,16.3
1317,KHM,2016,Cambodia,15766293.0,1.565227051,68.977,49.9048,17.2,12428.0,59.24325562,1.33381458,0.488032498,16.3
1318,KHM,2016,Cambodia,15766293.0,1.565227051,68.977,49.9048,17.2,12428.0,59.24325562,1.33381458,0.488032498,16.3
1319,KHM,2017,Cambodia,16009414.0,1.530261745,69.289,50.177,16.4,12238.0,61.13262177,1.408793498,0.458443529,15.7
1320,KHM,2017,Cambodia,16009414.0,1.530261745,69.289,50.177,16.4,12238.0,61.13262177,1.408793498,0.458443529,15.7
1321,KHM,2017,Cambodia,16009414.0,1.530261745,69.289,50.177,16.4,12238.0,61.13262177,1.408793498,0.458443529,15.7
1322,KHM,2017,Cambodia,16009414.0,1.530261745,69.289,50.177,16.4,12238.0,61.13262177,1.408793498,0.458443529,15.7
1323,KHM,2017,Cambodia,16009414.0,1.530261745,69.289,50.177,16.4,12238.0,61.13262177,1.408793498,0.458443529,15.7
1324,KHM,2017,Cambodia,16009414.0,1.530261745,69.289,50.177,16.4,12238.0,61.13262177,1.408793498,0.458443529,15.7
1325,KHM,2017,Cambodia,16009414.0,1.530261745,69.289,50.177,16.4,12238.0,61.13262177,1.408793498,0.458443529,15.7
1326,KHM,2018,Cambodia,16249798.0,1.490355371,69.57,50.7204,,12139.0,,,,15.1
1327,KHM,2018,Cambodia,16249798.0,1.490355371,69.57,50.7204,,12139.0,,,,15.1
1328,KHM,2018,Cambodia,16249798.0,1.490355371,69.57,50.7204,,12139.0,,,,15.1
1329,KHM,2018,Cambodia,16249798.0,1.490355371,69.57,50.7204,,12139.0,,,,15.1
1330,KHM,2018,Cambodia,16249798.0,1.490355371,69.57,50.7204,,12139.0,,,,15.1
1331,KHM,2018,Cambodia,16249798.0,1.490355371,69.57,50.7204,,12139.0,,,,15.1
1332,KHM,2018,Cambodia,16249798.0,1.490355371,69.57,50.7204,,12139.0,,,,15.1
1333,KHM,2019,Cambodia,16486542.0,1.44639338,,,,11986.0,,,,14.5
1334,KHM,2019,Cambodia,16486542.0,1.44639338,,,,11986.0,,,,14.5
1335,KHM,2019,Cambodia,16486542.0,1.44639338,,,,11986.0,,,,14.5
1336,KHM,2019,Cambodia,16486542.0,1.44639338,,,,11986.0,,,,14.5
1337,KHM,2019,Cambodia,16486542.0,1.44639338,,,,11986.0,,,,14.5
1338,KHM,2019,Cambodia,16486542.0,1.44639338,,,,11986.0,,,,14.5
1339,KHM,2019,Cambodia,16486542.0,1.44639338,,,,11986.0,,,,14.5
1340,COL,2000,Colombia,39629968.0,1.60375178,72.945,97.6814,9.7,9278.0,25.44912696,4.212856665,0.263481287,13.5
1341,COL,2000,Colombia,39629968.0,1.60375178,72.945,97.6814,9.7,9278.0,25.44912696,4.212856665,0.263481287,13.5
1342,COL,2000,Colombia,39629968.0,1.60375178,72.945,97.6814,9.7,9278.0,25.44912696,4.212856665,0.263481287,13.5
1343,COL,2000,Colombia,39629968.0,1.60375178,72.945,97.6814,9.7,9278.0,25.44912696,4.212856665,0.263481287,13.5
1344,COL,2001,Colombia,40255967.0,1.567264159,73.241,96.6012,9.4,17937.0,24.90193546,4.47329022,0.25355055600000004,13.1
1345,COL,2001,Colombia,40255967.0,1.567264159,73.241,96.6012,9.4,17937.0,24.90193546,4.47329022,0.25355055600000004,13.1
1346,COL,2001,Colombia,40255967.0,1.567264159,73.241,96.6012,9.4,17937.0,24.90193546,4.47329022,0.25355055600000004,13.1
1347,COL,2001,Colombia,40255967.0,1.567264159,73.241,96.6012,9.4,17937.0,24.90193546,4.47329022,0.25355055600000004,13.1
1348,COL,2002,Colombia,40875360.0,1.526919519,73.517,95.521,9.2,30624.0,22.91945517,4.380987957,0.245472242,12.7
1349,COL,2002,Colombia,40875360.0,1.526919519,73.517,95.521,9.2,30624.0,22.91945517,4.380987957,0.245472242,12.7
1350,COL,2002,Colombia,40875360.0,1.526919519,73.517,95.521,9.2,30624.0,22.91945517,4.380987957,0.245472242,12.7
1351,COL,2002,Colombia,40875360.0,1.526919519,73.517,95.521,9.2,30624.0,22.91945517,4.380987957,0.245472242,12.7
1352,COL,2003,Colombia,41483869.0,1.4777216359999998,73.777,92.8456,9.2,37992.0,20.7610473,4.482208192,0.227372008,12.3
1353,COL,2003,Colombia,41483869.0,1.4777216359999998,73.777,92.8456,9.2,37992.0,20.7610473,4.482208192,0.227372008,12.3
1354,COL,2003,Colombia,41483869.0,1.4777216359999998,73.777,92.8456,9.2,37992.0,20.7610473,4.482208192,0.227372008,12.3
1355,COL,2003,Colombia,41483869.0,1.4777216359999998,73.777,92.8456,9.2,37992.0,20.7610473,4.482208192,0.227372008,12.3
1356,COL,2004,Colombia,42075955.0,1.41717845,74.02600000000002,90.1702,9.3,47380.0,25.22247434,4.276936874,0.21308420100000008,12.0
1357,COL,2004,Colombia,42075955.0,1.41717845,74.02600000000002,90.1702,9.3,47380.0,25.22247434,4.276936874,0.21308420100000008,12.0
1358,COL,2004,Colombia,42075955.0,1.41717845,74.02600000000002,90.1702,9.3,47380.0,25.22247434,4.276936874,0.21308420100000008,12.0
1359,COL,2004,Colombia,42075955.0,1.41717845,74.02600000000002,90.1702,9.3,47380.0,25.22247434,4.276936874,0.21308420100000008,12.0
1360,COL,2005,Colombia,42647723.0,1.349744709,74.265,87.4948,9.7,60447.0,27.22987831,4.37056534,0.201956805,11.7
1361,COL,2005,Colombia,42647723.0,1.349744709,74.265,87.4948,9.7,60447.0,27.22987831,4.37056534,0.201956805,11.7
1362,COL,2005,Colombia,42647723.0,1.349744709,74.265,87.4948,9.7,60447.0,27.22987831,4.37056534,0.201956805,11.7
1363,COL,2005,Colombia,42647723.0,1.349744709,74.265,87.4948,9.7,60447.0,27.22987831,4.37056534,0.201956805,11.7
1364,COL,2006,Colombia,43200897.0,1.288737445,74.5,84.8194,9.6,72793.0,27.20326483,4.579107836,0.193847142,11.4
1365,COL,2006,Colombia,43200897.0,1.288737445,74.5,84.8194,9.6,72793.0,27.20326483,4.579107836,0.193847142,11.4
1366,COL,2006,Colombia,43200897.0,1.288737445,74.5,84.8194,9.6,72793.0,27.20326483,4.579107836,0.193847142,11.4
1367,COL,2006,Colombia,43200897.0,1.288737445,74.5,84.8194,9.6,72793.0,27.20326483,4.579107836,0.193847142,11.4
1368,COL,2007,Colombia,43737516.0,1.234496459,74.732,82.14399999999998,9.3,551741.0,28.880304100000004,4.596651345,0.188451684,11.0
1369,COL,2007,Colombia,43737516.0,1.234496459,74.732,82.14399999999998,9.3,551741.0,28.880304100000004,4.596651345,0.188451684,11.0
1370,COL,2007,Colombia,43737516.0,1.234496459,74.732,82.14399999999998,9.3,551741.0,28.880304100000004,4.596651345,0.188451684,11.0
1371,COL,2007,Colombia,43737516.0,1.234496459,74.732,82.14399999999998,9.3,551741.0,28.880304100000004,4.596651345,0.188451684,11.0
1372,COL,2008,Colombia,44254975.0,1.1761571000000002,74.962,80.3788,9.5,373532.0,30.5785358,4.754972458,0.184828843,10.7
1373,COL,2008,Colombia,44254975.0,1.1761571000000002,74.962,80.3788,9.5,373532.0,30.5785358,4.754972458,0.184828843,10.7
1374,COL,2008,Colombia,44254975.0,1.1761571000000002,74.962,80.3788,9.5,373532.0,30.5785358,4.754972458,0.184828843,10.7
1375,COL,2008,Colombia,44254975.0,1.1761571000000002,74.962,80.3788,9.5,373532.0,30.5785358,4.754972458,0.184828843,10.7
1376,COL,2009,Colombia,44750054.0,1.1124856909999998,75.193,78.6136,10.4,389753.0,27.89937556,5.265792087,0.185698785,10.3
1377,COL,2009,Colombia,44750054.0,1.1124856909999998,75.193,78.6136,10.4,389753.0,27.89937556,5.265792087,0.185698785,10.3
1378,COL,2009,Colombia,44750054.0,1.1124856909999998,75.193,78.6136,10.4,389753.0,27.89937556,5.265792087,0.185698785,10.3
1379,COL,2009,Colombia,44750054.0,1.1124856909999998,75.193,78.6136,10.4,389753.0,27.89937556,5.265792087,0.185698785,10.3
1380,COL,2010,Colombia,45222700.0,1.050652174,75.42399999999998,76.8484,11.1,395579.0,27.71212757,5.115459114,0.17809439100000002,10.0
1381,COL,2010,Colombia,45222700.0,1.050652174,75.42399999999998,76.8484,11.1,395579.0,27.71212757,5.115459114,0.17809439100000002,10.0
1382,COL,2010,Colombia,45222700.0,1.050652174,75.42399999999998,76.8484,11.1,395579.0,27.71212757,5.115459114,0.17809439100000002,10.0
1383,COL,2010,Colombia,45222700.0,1.050652174,75.42399999999998,76.8484,11.1,395579.0,27.71212757,5.115459114,0.17809439100000002,10.0
1384,COL,2011,Colombia,45663099.0,0.969133686,75.655,75.0832,10.8,395950.0,26.34730041,4.991134628999999,0.17232932399999998,9.7
1385,COL,2011,Colombia,45663099.0,0.969133686,75.655,75.0832,10.8,395950.0,26.34730041,4.991134628999999,0.17232932399999998,9.7
1386,COL,2011,Colombia,45663099.0,0.969133686,75.655,75.0832,10.8,395950.0,26.34730041,4.991134628999999,0.17232932399999998,9.7
1387,COL,2011,Colombia,45663099.0,0.969133686,75.655,75.0832,10.8,395950.0,26.34730041,4.991134628999999,0.17232932399999998,9.7
1388,COL,2012,Colombia,46076848.0,0.902010125,75.882,73.318,9.9,394112.0,29.61198688,4.717284814,0.17195184,9.4
1389,COL,2012,Colombia,46076848.0,0.902010125,75.882,73.318,9.9,394112.0,29.61198688,4.717284814,0.17195184,9.4
1390,COL,2012,Colombia,46076848.0,0.902010125,75.882,73.318,9.9,394112.0,29.61198688,4.717284814,0.17195184,9.4
1391,COL,2012,Colombia,46076848.0,0.902010125,75.882,73.318,9.9,394112.0,29.61198688,4.717284814,0.17195184,9.4
1392,COL,2013,Colombia,46497267.0,0.90829254,76.105,71.9846,8.6,396711.0,30.00335395,5.083645508,0.170162968,9.1
1393,COL,2013,Colombia,46497267.0,0.90829254,76.105,71.9846,8.6,396711.0,30.00335395,5.083645508,0.170162968,9.1
1394,COL,2013,Colombia,46497267.0,0.90829254,76.105,71.9846,8.6,396711.0,30.00335395,5.083645508,0.170162968,9.1
1395,COL,2013,Colombia,46497267.0,0.90829254,76.105,71.9846,8.6,396711.0,30.00335395,5.083645508,0.170162968,9.1
1396,COL,2014,Colombia,46969209.0,1.0098722690000002,76.322,70.6512,7.5,360291.0,29.66236174,5.026735738,0.169432285,8.8
1397,COL,2014,Colombia,46969209.0,1.0098722690000002,76.322,70.6512,7.5,360291.0,29.66236174,5.026735738,0.169432285,8.8
1398,COL,2014,Colombia,46969209.0,1.0098722690000002,76.322,70.6512,7.5,360291.0,29.66236174,5.026735738,0.169432285,8.8
1399,COL,2014,Colombia,46969209.0,1.0098722690000002,76.322,70.6512,7.5,360291.0,29.66236174,5.026735738,0.169432285,8.8
1400,COL,2015,Colombia,47520667.0,1.167245179,76.531,69.3178,6.5,340116.0,30.03463745,5.105668679,0.167029615,8.5
1401,COL,2015,Colombia,47520667.0,1.167245179,76.531,69.3178,6.5,340116.0,30.03463745,5.105668679,0.167029615,8.5
1402,COL,2015,Colombia,47520667.0,1.167245179,76.531,69.3178,6.5,340116.0,30.03463745,5.105668679,0.167029615,8.5
1403,COL,2015,Colombia,47520667.0,1.167245179,76.531,69.3178,6.5,340116.0,30.03463745,5.105668679,0.167029615,8.5
1404,COL,2016,Colombia,48171392.0,1.3600606730000002,76.732,67.9844,5.6,311059.0,31.27301633,4.957744852,0.162509685,8.2
1405,COL,2016,Colombia,48171392.0,1.3600606730000002,76.732,67.9844,5.6,311059.0,31.27301633,4.957744852,0.162509685,8.2
1406,COL,2016,Colombia,48171392.0,1.3600606730000002,76.732,67.9844,5.6,311059.0,31.27301633,4.957744852,0.162509685,8.2
1407,COL,2016,Colombia,48171392.0,1.3600606730000002,76.732,67.9844,5.6,311059.0,31.27301633,4.957744852,0.162509685,8.2
1408,COL,2017,Colombia,48901066.0,1.503387796,76.925,66.65100000000001,4.8,191635.0,32.2003454,4.899393395,0.158012366,8.0
1409,COL,2017,Colombia,48901066.0,1.503387796,76.925,66.65100000000001,4.8,191635.0,32.2003454,4.899393395,0.158012366,8.0
1410,COL,2017,Colombia,48901066.0,1.503387796,76.925,66.65100000000001,4.8,191635.0,32.2003454,4.899393395,0.158012366,8.0
1411,COL,2017,Colombia,48901066.0,1.503387796,76.925,66.65100000000001,4.8,191635.0,32.2003454,4.899393395,0.158012366,8.0
1412,COL,2018,Colombia,49648685.0,1.517270891,77.109,65.482,,138583.0,,,,7.7
1413,COL,2018,Colombia,49648685.0,1.517270891,77.109,65.482,,138583.0,,,,7.7
1414,COL,2018,Colombia,49648685.0,1.517270891,77.109,65.482,,138583.0,,,,7.7
1415,COL,2018,Colombia,49648685.0,1.517270891,77.109,65.482,,138583.0,,,,7.7
1416,COL,2019,Colombia,50339443.0,1.381702014,,,,189448.0,,,,7.5
1417,COL,2019,Colombia,50339443.0,1.381702014,,,,189448.0,,,,7.5
1418,COL,2019,Colombia,50339443.0,1.381702014,,,,189448.0,,,,7.5
1419,COL,2019,Colombia,50339443.0,1.381702014,,,,189448.0,,,,7.5
1420,DJI,2000,Djibouti,717584.0,2.484539383,57.022,33.099000000000004,48.1,1911.0,51.99358368,1.98041033,2.100178543,43.9
1421,DJI,2001,Djibouti,733015.0,2.127615157,57.1,32.009,45.4,451.0,55.40604401,1.757089421,1.969499287,43.3
1422,DJI,2002,Djibouti,746942.0,1.882137268,57.235,30.919,42.7,470.0,43.33620834,1.805909909,1.828091158,42.7
1423,DJI,2003,Djibouti,759641.0,1.685841505,57.427,29.7976,39.8,520.0,37.42380905,2.111249045,1.69332498,42.1
1424,DJI,2004,Djibouti,771603.0,1.562421579,57.682,28.6762,36.2,492.0,41.85393906,2.019760944,1.557085445,41.5
1425,DJI,2005,Djibouti,783254.0,1.49868677,57.99100000000001,27.5548,32.2,498.0,42.25835037,1.962221414,1.398890397,40.8
1426,DJI,2006,Djibouti,794563.0,1.433524124,58.34,26.4334,28.6,479.0,38.17026138,2.424074896,1.249810759,40.2
1427,DJI,2007,Djibouti,805451.0,1.3610091,58.719,25.312,25.6,645.0,36.29995728,2.436003089,1.135480767,39.5
1428,DJI,2008,Djibouti,816358.0,1.3450615259999998,59.124,24.592,23.9,638.0,32.11385727,2.570846118,1.062946409,38.8
1429,DJI,2009,Djibouti,827823.0,1.394637918,59.56100000000001,23.872,22.9,613.0,30.64589882,2.674036846,0.9774127,38.1
1430,DJI,2010,Djibouti,840198.0,1.4838214930000002,60.062,23.152,22.3,556.0,29.5377636,2.607450075,0.907131246,37.3
1431,DJI,2011,Djibouti,853674.0,1.591180954,60.667,22.432,21.3,595.0,25.22384834,3.008490428,0.856879275,36.5
1432,DJI,2012,Djibouti,868136.0,1.679899653,61.395,21.712,20.2,626.0,24.23509026,2.65303161,0.8106513559999999,35.7
1433,DJI,2013,Djibouti,883293.0,1.7308584480000002,62.239,21.1378,19.3,747.0,25.01658249,2.536793984,0.7764121070000001,34.9
1434,DJI,2014,Djibouti,898696.0,1.728785489,63.17100000000001,20.5636,19.0,870.0,23.93575096,2.4614905940000003,0.7600692720000001,34.2
1435,DJI,2015,Djibouti,913993.0,1.6878089,64.13600000000001,19.9894,19.0,1059.0,22.36400604,2.397514693,0.7180746179999999,33.5
1436,DJI,2016,Djibouti,929112.0,1.640637851,65.064,19.4152,19.0,1437.0,23.98163986,1.83323063,0.701171773,32.7
1437,DJI,2017,Djibouti,944097.0,1.599962382,65.893,18.841,18.9,1761.0,27.16994858,1.5603814269999998,0.691224926,32.0
1438,DJI,2018,Djibouti,958920.0,1.557873607,66.582,18.4434,,2124.0,,,,31.2
1439,DJI,2019,Djibouti,973560.0,1.515180502,,,,2351.0,,,,30.5
1440,DOM,2000,Dominican Republic,8471321.0,1.522967473,69.429,107.8534,28.1,48.0,63.13899231,1.710513234,0.255989401,23.4
1441,DOM,2000,Dominican Republic,8471321.0,1.522967473,69.429,107.8534,28.1,48.0,63.13899231,1.710513234,0.255989401,23.4
1442,DOM,2000,Dominican Republic,8471321.0,1.522967473,69.429,107.8534,28.1,48.0,63.13899231,1.710513234,0.255989401,23.4
1443,DOM,2000,Dominican Republic,8471321.0,1.522967473,69.429,107.8534,28.1,48.0,63.13899231,1.710513234,0.255989401,23.4
1444,DOM,2000,Dominican Republic,8471321.0,1.522967473,69.429,107.8534,28.1,48.0,63.13899231,1.710513234,0.255989401,23.4
1445,DOM,2000,Dominican Republic,8471321.0,1.522967473,69.429,107.8534,28.1,48.0,63.13899231,1.710513234,0.255989401,23.4
1446,DOM,2000,Dominican Republic,8471321.0,1.522967473,69.429,107.8534,28.1,48.0,63.13899231,1.710513234,0.255989401,23.4
1447,DOM,2001,Dominican Republic,8598601.0,1.491305689,69.69,107.1772,27.1,45.0,62.20698929,1.703411341,0.237209303,23.3
1448,DOM,2001,Dominican Republic,8598601.0,1.491305689,69.69,107.1772,27.1,45.0,62.20698929,1.703411341,0.237209303,23.3
1449,DOM,2001,Dominican Republic,8598601.0,1.491305689,69.69,107.1772,27.1,45.0,62.20698929,1.703411341,0.237209303,23.3
1450,DOM,2001,Dominican Republic,8598601.0,1.491305689,69.69,107.1772,27.1,45.0,62.20698929,1.703411341,0.237209303,23.3
1451,DOM,2001,Dominican Republic,8598601.0,1.491305689,69.69,107.1772,27.1,45.0,62.20698929,1.703411341,0.237209303,23.3
1452,DOM,2001,Dominican Republic,8598601.0,1.491305689,69.69,107.1772,27.1,45.0,62.20698929,1.703411341,0.237209303,23.3
1453,DOM,2001,Dominican Republic,8598601.0,1.491305689,69.69,107.1772,27.1,45.0,62.20698929,1.703411341,0.237209303,23.3
1454,DOM,2002,Dominican Republic,8724975.0,1.459008715,69.957,106.501,27.5,82.0,61.00726700000001,1.67955514,0.230738932,23.1
1455,DOM,2002,Dominican Republic,8724975.0,1.459008715,69.957,106.501,27.5,82.0,61.00726700000001,1.67955514,0.230738932,23.1
1456,DOM,2002,Dominican Republic,8724975.0,1.459008715,69.957,106.501,27.5,82.0,61.00726700000001,1.67955514,0.230738932,23.1
1457,DOM,2002,Dominican Republic,8724975.0,1.459008715,69.957,106.501,27.5,82.0,61.00726700000001,1.67955514,0.230738932,23.1
1458,DOM,2002,Dominican Republic,8724975.0,1.459008715,69.957,106.501,27.5,82.0,61.00726700000001,1.67955514,0.230738932,23.1
1459,DOM,2002,Dominican Republic,8724975.0,1.459008715,69.957,106.501,27.5,82.0,61.00726700000001,1.67955514,0.230738932,23.1
1460,DOM,2002,Dominican Republic,8724975.0,1.459008715,69.957,106.501,27.5,82.0,61.00726700000001,1.67955514,0.230738932,23.1
1461,DOM,2003,Dominican Republic,8850317.0,1.4263674830000002,70.227,106.1268,28.3,89.0,70.36499786,1.15990648,0.231899108,23.0
1462,DOM,2003,Dominican Republic,8850317.0,1.4263674830000002,70.227,106.1268,28.3,89.0,70.36499786,1.15990648,0.231899108,23.0
1463,DOM,2003,Dominican Republic,8850317.0,1.4263674830000002,70.227,106.1268,28.3,89.0,70.36499786,1.15990648,0.231899108,23.0
1464,DOM,2003,Dominican Republic,8850317.0,1.4263674830000002,70.227,106.1268,28.3,89.0,70.36499786,1.15990648,0.231899108,23.0
1465,DOM,2003,Dominican Republic,8850317.0,1.4263674830000002,70.227,106.1268,28.3,89.0,70.36499786,1.15990648,0.231899108,23.0
1466,DOM,2003,Dominican Republic,8850317.0,1.4263674830000002,70.227,106.1268,28.3,89.0,70.36499786,1.15990648,0.231899108,23.0
1467,DOM,2003,Dominican Republic,8850317.0,1.4263674830000002,70.227,106.1268,28.3,89.0,70.36499786,1.15990648,0.231899108,23.0
1468,DOM,2004,Dominican Republic,8974444.0,1.392770501,70.499,105.7526,27.0,93.0,71.05226135,1.147672534,0.244111937,22.9
1469,DOM,2004,Dominican Republic,8974444.0,1.392770501,70.499,105.7526,27.0,93.0,71.05226135,1.147672534,0.244111937,22.9
1470,DOM,2004,Dominican Republic,8974444.0,1.392770501,70.499,105.7526,27.0,93.0,71.05226135,1.147672534,0.244111937,22.9
1471,DOM,2004,Dominican Republic,8974444.0,1.392770501,70.499,105.7526,27.0,93.0,71.05226135,1.147672534,0.244111937,22.9
1472,DOM,2004,Dominican Republic,8974444.0,1.392770501,70.499,105.7526,27.0,93.0,71.05226135,1.147672534,0.244111937,22.9
1473,DOM,2004,Dominican Republic,8974444.0,1.392770501,70.499,105.7526,27.0,93.0,71.05226135,1.147672534,0.244111937,22.9
1474,DOM,2004,Dominican Republic,8974444.0,1.392770501,70.499,105.7526,27.0,93.0,71.05226135,1.147672534,0.244111937,22.9
1475,DOM,2005,Dominican Republic,9097257.0,1.359195692,70.771,105.3784,24.4,62.0,66.30522919,1.393082831,0.245522769,22.9
1476,DOM,2005,Dominican Republic,9097257.0,1.359195692,70.771,105.3784,24.4,62.0,66.30522919,1.393082831,0.245522769,22.9
1477,DOM,2005,Dominican Republic,9097257.0,1.359195692,70.771,105.3784,24.4,62.0,66.30522919,1.393082831,0.245522769,22.9
1478,DOM,2005,Dominican Republic,9097257.0,1.359195692,70.771,105.3784,24.4,62.0,66.30522919,1.393082831,0.245522769,22.9
1479,DOM,2005,Dominican Republic,9097257.0,1.359195692,70.771,105.3784,24.4,62.0,66.30522919,1.393082831,0.245522769,22.9
1480,DOM,2005,Dominican Republic,9097257.0,1.359195692,70.771,105.3784,24.4,62.0,66.30522919,1.393082831,0.245522769,22.9
1481,DOM,2005,Dominican Republic,9097257.0,1.359195692,70.771,105.3784,24.4,62.0,66.30522919,1.393082831,0.245522769,22.9
1482,DOM,2006,Dominican Republic,9218686.0,1.325957163,71.041,105.0042,21.9,141.0,63.78224945,1.401719265,0.249873264,22.9
1483,DOM,2006,Dominican Republic,9218686.0,1.325957163,71.041,105.0042,21.9,141.0,63.78224945,1.401719265,0.249873264,22.9
1484,DOM,2006,Dominican Republic,9218686.0,1.325957163,71.041,105.0042,21.9,141.0,63.78224945,1.401719265,0.249873264,22.9
1485,DOM,2006,Dominican Republic,9218686.0,1.325957163,71.041,105.0042,21.9,141.0,63.78224945,1.401719265,0.249873264,22.9
1486,DOM,2006,Dominican Republic,9218686.0,1.325957163,71.041,105.0042,21.9,141.0,63.78224945,1.401719265,0.249873264,22.9
1487,DOM,2006,Dominican Republic,9218686.0,1.325957163,71.041,105.0042,21.9,141.0,63.78224945,1.401719265,0.249873264,22.9
1488,DOM,2006,Dominican Republic,9218686.0,1.325957163,71.041,105.0042,21.9,141.0,63.78224945,1.401719265,0.249873264,22.9
1489,DOM,2007,Dominican Republic,9338861.0,1.295178505,71.304,104.63,20.9,352.0,58.27077484,1.684788056,0.256860566,22.9
1490,DOM,2007,Dominican Republic,9338861.0,1.295178505,71.304,104.63,20.9,352.0,58.27077484,1.684788056,0.256860566,22.9
1491,DOM,2007,Dominican Republic,9338861.0,1.295178505,71.304,104.63,20.9,352.0,58.27077484,1.684788056,0.256860566,22.9
1492,DOM,2007,Dominican Republic,9338861.0,1.295178505,71.304,104.63,20.9,352.0,58.27077484,1.684788056,0.256860566,22.9
1493,DOM,2007,Dominican Republic,9338861.0,1.295178505,71.304,104.63,20.9,352.0,58.27077484,1.684788056,0.256860566,22.9
1494,DOM,2007,Dominican Republic,9338861.0,1.295178505,71.304,104.63,20.9,352.0,58.27077484,1.684788056,0.256860566,22.9
1495,DOM,2007,Dominican Republic,9338861.0,1.295178505,71.304,104.63,20.9,352.0,58.27077484,1.684788056,0.256860566,22.9
1496,DOM,2008,Dominican Republic,9458075.0,1.268457779,71.559,103.2216,20.2,313.0,53.39921188,2.120836265,0.261708235,22.9
1497,DOM,2008,Dominican Republic,9458075.0,1.268457779,71.559,103.2216,20.2,313.0,53.39921188,2.120836265,0.261708235,22.9
1498,DOM,2008,Dominican Republic,9458075.0,1.268457779,71.559,103.2216,20.2,313.0,53.39921188,2.120836265,0.261708235,22.9
1499,DOM,2008,Dominican Republic,9458075.0,1.268457779,71.559,103.2216,20.2,313.0,53.39921188,2.120836265,0.261708235,22.9
1500,DOM,2008,Dominican Republic,9458075.0,1.268457779,71.559,103.2216,20.2,313.0,53.39921188,2.120836265,0.261708235,22.9
1501,DOM,2008,Dominican Republic,9458075.0,1.268457779,71.559,103.2216,20.2,313.0,53.39921188,2.120836265,0.261708235,22.9
1502,DOM,2008,Dominican Republic,9458075.0,1.268457779,71.559,103.2216,20.2,313.0,53.39921188,2.120836265,0.261708235,22.9
1503,DOM,2009,Dominican Republic,9576737.0,1.246805455,71.806,101.8132,18.6,222.0,53.32061005,2.330158092,0.266532127,22.8
1504,DOM,2009,Dominican Republic,9576737.0,1.246805455,71.806,101.8132,18.6,222.0,53.32061005,2.330158092,0.266532127,22.8
1505,DOM,2009,Dominican Republic,9576737.0,1.246805455,71.806,101.8132,18.6,222.0,53.32061005,2.330158092,0.266532127,22.8
1506,DOM,2009,Dominican Republic,9576737.0,1.246805455,71.806,101.8132,18.6,222.0,53.32061005,2.330158092,0.266532127,22.8
1507,DOM,2009,Dominican Republic,9576737.0,1.246805455,71.806,101.8132,18.6,222.0,53.32061005,2.330158092,0.266532127,22.8
1508,DOM,2009,Dominican Republic,9576737.0,1.246805455,71.806,101.8132,18.6,222.0,53.32061005,2.330158092,0.266532127,22.8
